Gene_set	Term	P-value	Adjusted P-value	Old P-value	Old adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Molecular_Function_2021	methylation-dependent protein binding (GO:0140034)	8.018971e-01	9.019816e-01	0	0	7.194148e-01	1.588288e-01	MSH6;SPIN2B;CDYL;MPHOSPH8
GO_Molecular_Function_2021	DNA binding (GO:0003677)	8.033543e-01	9.022474e-01	0	0	8.871651e-01	1.942532e-01	APP;RNF11;MCM7;MPG;MCM9;HNRNPU;HMGB1;SMC6;YBX1;CHD2;YY1;LYL1;HHEX;AIFM2;BANF1;ZBP1;PCID2;SPHK1;RAD23B;MSH6;MCM4;ATF4;MCM2;GTF2A1;CEBPB;GTF3C4;MAX;GTF3C6;CEBPG;LEF1;RTF1;ZNF24;CENPC;CAMTA1;HIVEP2;ZBTB7A;PMS1;MBD4;NFE2;NR1H2;RPA1;USF2;PBX1;THAP11;DRAP1;IMPDH1;RPA3;NABP2;HDGF
GO_Molecular_Function_2021	flavin adenine dinucleotide binding (GO:0050660)	8.051593e-01	9.027334e-01	0	0	6.918578e-01	1.499361e-01	CYB5R1;AIFM2;ETFA
GO_Molecular_Function_2021	RNA cap binding (GO:0000339)	8.147811e-01	9.027334e-01	0	0	5.999027e-01	1.228816e-01	LSM1
GO_Molecular_Function_2021	C-C chemokine receptor activity (GO:0016493)	8.147811e-01	9.027334e-01	0	0	5.999027e-01	1.228816e-01	CX3CR1
GO_Molecular_Function_2021	endodeoxyribonuclease activity (GO:0004520)	8.147811e-01	9.027334e-01	0	0	5.999027e-01	1.228816e-01	MBD4
GO_Molecular_Function_2021	mRNA 3'-UTR AU-rich region binding (GO:0035925)	8.147811e-01	9.027334e-01	0	0	5.999027e-01	1.228816e-01	ZFP36L1
GO_Molecular_Function_2021	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen (GO:0016709)	8.147811e-01	9.027334e-01	0	0	5.999027e-01	1.228816e-01	FAXDC2
GO_Molecular_Function_2021	phosphatidylcholine transporter activity (GO:0008525)	8.147811e-01	9.027334e-01	0	0	5.999027e-01	1.228816e-01	PITPNM2
GO_Molecular_Function_2021	protein kinase A regulatory subunit binding (GO:0034237)	8.147811e-01	9.027334e-01	0	0	5.999027e-01	1.228816e-01	AKAP9
GO_Molecular_Function_2021	retinoic acid receptor binding (GO:0042974)	8.147811e-01	9.027334e-01	0	0	5.999027e-01	1.228816e-01	TACC1
GO_Molecular_Function_2021	pentosyltransferase activity (GO:0016763)	8.164864e-01	9.032686e-01	0	0	6.425441e-01	1.302726e-01	UPP1;TYMP
GO_Molecular_Function_2021	omega peptidase activity (GO:0008242)	8.236506e-01	9.098323e-01	0	0	7.287793e-01	1.413896e-01	VCPIP1;COPS5;USP5;USP10;USP22;USP12
GO_Molecular_Function_2021	DNA-binding transcription activator activity, RNA polymerase II-specific (GO:0001228)	8.306382e-01	9.109804e-01	0	0	8.073980e-01	1.498216e-01	MLXIP;GMEB1;SMARCD2;ATF6B;NR1H2;CEBPG;LEF1;VEZF1;ZNF24;NFKB2;YY1;GFI1B;HHEX;TFDP1;MYBL2;ZNF841;ATF4
GO_Molecular_Function_2021	ribosomal small subunit binding (GO:0043024)	8.333190e-01	9.109804e-01	0	0	5.623631e-01	1.025406e-01	EIF1B
GO_Molecular_Function_2021	C-C chemokine binding (GO:0019957)	8.333190e-01	9.109804e-01	0	0	5.623631e-01	1.025406e-01	CX3CR1
GO_Molecular_Function_2021	frizzled binding (GO:0005109)	8.333190e-01	9.109804e-01	0	0	5.623631e-01	1.025406e-01	WNT11
GO_Molecular_Function_2021	glutathione transferase activity (GO:0004364)	8.333190e-01	9.109804e-01	0	0	5.623631e-01	1.025406e-01	GSTO1
GO_Molecular_Function_2021	monocarboxylic acid transmembrane transporter activity (GO:0008028)	8.333190e-01	9.109804e-01	0	0	5.623631e-01	1.025406e-01	MPC2
GO_Molecular_Function_2021	phosphatase inhibitor activity (GO:0019212)	8.333190e-01	9.109804e-01	0	0	5.623631e-01	1.025406e-01	TESC
GO_Molecular_Function_2021	transcription coregulator binding (GO:0001221)	8.412532e-01	9.170103e-01	0	0	6.422828e-01	1.110267e-01	HDGF;NR1D1;ZBTB7A
GO_Molecular_Function_2021	protein serine/threonine kinase activator activity (GO:0043539)	8.437747e-01	9.170103e-01	0	0	5.996104e-01	1.018557e-01	CALM3;CALM1
GO_Molecular_Function_2021	methylated histone binding (GO:0035064)	8.447036e-01	9.170103e-01	0	0	6.659080e-01	1.123850e-01	MSH6;SPIN2B;CDYL;MPHOSPH8
GO_Molecular_Function_2021	ubiquitin-like protein-specific protease activity (GO:0019783)	8.500028e-01	9.170103e-01	0	0	5.292400e-01	8.600979e-02	COPS5
GO_Molecular_Function_2021	chemokine receptor activity (GO:0004950)	8.500028e-01	9.170103e-01	0	0	5.292400e-01	8.600979e-02	CX3CR1
GO_Molecular_Function_2021	histone acetyltransferase binding (GO:0035035)	8.500028e-01	9.170103e-01	0	0	5.292400e-01	8.600979e-02	ZBTB7A
GO_Molecular_Function_2021	metal ion transmembrane transporter activity (GO:0046873)	8.500028e-01	9.170103e-01	0	0	5.292400e-01	8.600979e-02	ATP2A3
GO_Molecular_Function_2021	protein phosphatase 2A binding (GO:0051721)	8.500028e-01	9.170103e-01	0	0	5.292400e-01	8.600979e-02	SPHK1
GO_Molecular_Function_2021	protein phosphatase inhibitor activity (GO:0004864)	8.500028e-01	9.170103e-01	0	0	5.292400e-01	8.600979e-02	PPP1R14A
GO_Molecular_Function_2021	metallopeptidase activity (GO:0008237)	8.541003e-01	9.200876e-01	0	0	6.537474e-01	1.031003e-01	ADAM19;PSMD7;COPS5;METAP2
GO_Molecular_Function_2021	carboxylic acid transmembrane transporter activity (GO:0046943)	8.559896e-01	9.207807e-01	0	0	5.802210e-01	9.022265e-02	SLC38A10;SLC38A5
GO_Molecular_Function_2021	serine-type peptidase activity (GO:0008236)	8.619700e-01	9.211067e-01	0	0	6.129884e-01	9.105010e-02	CFD;FURIN;PARL
GO_Molecular_Function_2021	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides (GO:0016811)	8.619700e-01	9.211067e-01	0	0	6.129884e-01	9.105010e-02	HDAC5;ASAH1;GLS2
GO_Molecular_Function_2021	acetylation-dependent protein binding (GO:0140033)	8.650177e-01	9.211067e-01	0	0	4.997972e-01	7.247327e-02	BRD4
GO_Molecular_Function_2021	histone deacetylase activity (GO:0004407)	8.650177e-01	9.211067e-01	0	0	4.997972e-01	7.247327e-02	HDAC5
GO_Molecular_Function_2021	lysine-acetylated histone binding (GO:0070577)	8.650177e-01	9.211067e-01	0	0	4.997972e-01	7.247327e-02	BRD4
GO_Molecular_Function_2021	poly(U) RNA binding (GO:0008266)	8.650177e-01	9.211067e-01	0	0	4.997972e-01	7.247327e-02	SSB
GO_Molecular_Function_2021	protein tyrosine/serine/threonine phosphatase activity (GO:0008138)	8.650177e-01	9.211067e-01	0	0	4.997972e-01	7.247327e-02	MTMR2
GO_Molecular_Function_2021	histone-lysine N-methyltransferase activity (GO:0018024)	8.778366e-01	9.274772e-01	0	0	5.449676e-01	7.100642e-02	SETDB1;SMYD3
GO_Molecular_Function_2021	DNA polymerase activity (GO:0034061)	8.785305e-01	9.274772e-01	0	0	4.734537e-01	6.131445e-02	POLE4
GO_Molecular_Function_2021	DNA-directed DNA polymerase activity (GO:0003887)	8.785305e-01	9.274772e-01	0	0	4.734537e-01	6.131445e-02	POLE4
GO_Molecular_Function_2021	FAD binding (GO:0071949)	8.785305e-01	9.274772e-01	0	0	4.734537e-01	6.131445e-02	CYB5R1
GO_Molecular_Function_2021	K63-linked polyubiquitin modification-dependent protein binding (GO:0070530)	8.785305e-01	9.274772e-01	0	0	4.734537e-01	6.131445e-02	TAB2
GO_Molecular_Function_2021	neutral amino acid transmembrane transporter activity (GO:0015175)	8.785305e-01	9.274772e-01	0	0	4.734537e-01	6.131445e-02	SLC38A5
GO_Molecular_Function_2021	organic anion transmembrane transporter activity (GO:0008514)	8.815701e-01	9.293584e-01	0	0	6.417590e-01	8.089424e-02	SLC35B2;MPC2;CTNS;SLC38A5;SLC25A24
GO_Molecular_Function_2021	phosphoric ester hydrolase activity (GO:0042578)	8.875738e-01	9.324008e-01	0	0	5.288961e-01	6.307808e-02	PPP5C;PTPRJ
GO_Molecular_Function_2021	sequence-specific DNA binding (GO:0043565)	8.879953e-01	9.324008e-01	0	0	8.068471e-01	9.584438e-02	GMEB1;CEBPB;ATF6B;MAX;CEBPG;LEF1;HNRNPU;PRDM1;YBX1;GATA2;ZNF24;YY1;HHEX;ZNF524;MYBL2;ZBTB7A;NFE2;UPF1;ACD;JUND;UPF3A;NR1D1;KLF3;USF2;PBX1;SREBF2;NFKB2;GFI1B;ATF7;ATF4
GO_Molecular_Function_2021	transcription cis-regulatory region binding (GO:0000976)	8.882411e-01	9.324008e-01	0	0	8.013151e-01	9.496554e-02	RNF10;HDAC5;CEBPB;ATF6B;MAX;LEF1;ENO1;HMGB1;YY1;PRDX5;HHEX;TRPS1;CDK5RAP2;SNCA;MLXIP;NFE2;JUND;VEZF1;NR1D1;PBX1;ETV6;DRAP1;TFDP1;TAL1;TBL1XR1;ZNF217;ZNF778;ATF4
GO_Molecular_Function_2021	carboxylic acid binding (GO:0031406)	8.906915e-01	9.336468e-01	0	0	4.497445e-01	5.206115e-02	SHMT2
GO_Molecular_Function_2021	rRNA binding (GO:0019843)	9.049228e-01	9.472208e-01	0	0	4.994319e-01	4.989609e-02	MRPS27;MRPL11
GO_Molecular_Function_2021	cytokine receptor activity (GO:0004896)	9.105159e-01	9.495302e-01	0	0	5.391667e-01	5.054359e-02	CX3CR1;CD74;IL6R
GO_Molecular_Function_2021	transmembrane receptor protein tyrosine kinase activity (GO:0004714)	9.114849e-01	9.495302e-01	0	0	4.087923e-01	3.788697e-02	CSF1R
GO_Molecular_Function_2021	hydrolase activity, hydrolyzing O-glycosyl compounds (GO:0004553)	9.114849e-01	9.495302e-01	0	0	4.087923e-01	3.788697e-02	GLA
GO_Molecular_Function_2021	serine-type endopeptidase activity (GO:0004252)	9.126271e-01	9.495302e-01	0	0	4.858942e-01	4.442429e-02	FURIN;PARL
GO_Molecular_Function_2021	kinase activity (GO:0016301)	9.135535e-01	9.495302e-01	0	0	6.192245e-01	5.598618e-02	IRAK1;GK;SPHK1;PGK1;AKT1;PIK3CG
GO_Molecular_Function_2021	histone demethylase activity (GO:0032452)	9.203485e-01	9.539096e-01	0	0	3.909870e-01	3.245304e-02	KDM6B
GO_Molecular_Function_2021	Hsp70 protein binding (GO:0030544)	9.203485e-01	9.539096e-01	0	0	3.909870e-01	3.245304e-02	SNCA
GO_Molecular_Function_2021	exonuclease activity (GO:0004527)	9.263099e-01	9.587438e-01	0	0	4.609017e-01	3.528036e-02	EXOSC7;ISG20L2
GO_Molecular_Function_2021	single-stranded RNA binding (GO:0003727)	9.323674e-01	9.636637e-01	0	0	4.493426e-01	3.146669e-02	PTBP1;HNRNPU
GO_Molecular_Function_2021	voltage-gated cation channel activity (GO:0022843)	9.355034e-01	9.652886e-01	0	0	3.596496e-01	2.397802e-02	CATSPER1
GO_Molecular_Function_2021	DNA-binding transcription repressor activity, RNA polymerase II-specific (GO:0001227)	9.365520e-01	9.652886e-01	0	0	6.773941e-01	4.440335e-02	CEBPB;MAX;ENO1;NR1D1;PRDM1;SREBF2;THAP11;ETV6;YY1;HHEX;TRPS1;ZNF217;ZNF778
GO_Molecular_Function_2021	cation transmembrane transporter activity (GO:0008324)	9.419632e-01	9.679830e-01	0	0	3.457889e-01	2.067438e-02	SLC38A5
GO_Molecular_Function_2021	potassium channel activity (GO:0005267)	9.419632e-01	9.679830e-01	0	0	3.457889e-01	2.067438e-02	TMEM175
GO_Molecular_Function_2021	sterol binding (GO:0032934)	9.430957e-01	9.679830e-01	0	0	4.278758e-01	2.506817e-02	NPC2;INSIG1
GO_Molecular_Function_2021	snoRNA binding (GO:0030515)	9.530078e-01	9.767999e-01	0	0	3.210375e-01	1.545225e-02	NUDT1
GO_Molecular_Function_2021	protein phosphatase regulator activity (GO:0019888)	9.562017e-01	9.775575e-01	0	0	3.992533e-01	1.788113e-02	CALM3;CALM1
GO_Molecular_Function_2021	acetylglucosaminyltransferase activity (GO:0008375)	9.577154e-01	9.775575e-01	0	0	3.099421e-01	1.339094e-02	MFNG
GO_Molecular_Function_2021	NADP binding (GO:0050661)	9.577154e-01	9.775575e-01	0	0	3.099421e-01	1.339094e-02	G6PD
GO_Molecular_Function_2021	exoribonuclease activity, producing 5'-phosphomonoesters (GO:0016896)	9.619517e-01	9.805273e-01	0	0	2.995864e-01	1.162128e-02	EXOSC7
GO_Molecular_Function_2021	3'-5'-exoribonuclease activity (GO:0000175)	9.657638e-01	9.809902e-01	0	0	2.898988e-01	1.009892e-02	EXOSC7
GO_Molecular_Function_2021	metalloendopeptidase activity (GO:0004222)	9.657638e-01	9.809902e-01	0	0	2.898988e-01	1.009892e-02	ADAM19
GO_Molecular_Function_2021	ribonuclease activity (GO:0004540)	9.663882e-01	9.809902e-01	0	0	3.742087e-01	1.279408e-02	EXOSC7;ELAC2
GO_Molecular_Function_2021	methyltransferase activity (GO:0008168)	9.691942e-01	9.824890e-01	0	0	2.808166e-01	8.786831e-03	MEPCE
GO_Molecular_Function_2021	cholesterol binding (GO:0015485)	9.750588e-01	9.870801e-01	0	0	2.642550e-01	6.674415e-03	NPC2
GO_Molecular_Function_2021	UDP-glycosyltransferase activity (GO:0008194)	9.836526e-01	9.944176e-01	0	0	2.363619e-01	3.895839e-03	MFNG
GO_Molecular_Function_2021	endonuclease activity (GO:0004519)	9.867658e-01	9.948353e-01	0	0	2.245073e-01	2.991018e-03	MBD4
GO_Molecular_Function_2021	3'-5' exonuclease activity (GO:0008408)	9.880925e-01	9.948353e-01	0	0	2.190137e-01	2.623551e-03	EXOSC7
GO_Molecular_Function_2021	nuclease activity (GO:0004518)	9.892863e-01	9.948353e-01	0	0	2.137817e-01	2.302742e-03	ISG20L2
GO_Molecular_Function_2021	G protein-coupled receptor activity (GO:0004930)	9.894506e-01	9.948353e-01	0	0	3.493393e-01	3.704903e-03	CX3CR1;PTAFR;ADRB2
GO_Molecular_Function_2021	hexosyltransferase activity (GO:0016758)	9.991512e-01	9.999805e-01	0	0	1.357775e-01	1.152935e-04	MFNG
GO_Molecular_Function_2021	RNA polymerase II cis-regulatory region sequence-specific DNA binding (GO:0000978)	9.999486e-01	9.999805e-01	0	0	5.621145e-01	2.887385e-05	HDAC5;GMEB1;CEBPB;ATF6B;MAX;WBP2;MAZ;CEBPG;LEF1;HNRNPU;PRDM1;GATA2;ZNF24;CHD2;CCAR1;YY1;LYL1;HHEX;MYBL2;ZNF524;HIVEP2;ZNF841;ZBTB7A;MLXIP;KDM6B;NFE2;JUND;NR1H2;NR1D1;USF2;KLF3;PBX1;SREBF2;NFKB2;THAP11;GFI1B;TAL1;KLF9;ZNF217;ATF7;HBP1;ATF4
GO_Molecular_Function_2021	cis-regulatory region sequence-specific DNA binding (GO:0000987)	9.999711e-01	9.999805e-01	0	0	5.465606e-01	1.577680e-05	HDAC5;GMEB1;CEBPB;ATF6B;WBP2;MAZ;CEBPG;LEF1;HNRNPU;PRDM1;GATA2;ZNF24;CHD2;CCAR1;YY1;LYL1;HHEX;MYBL2;ZNF524;HIVEP2;ZNF841;ZBTB7A;MLXIP;KDM6B;NFE2;JUND;NR1H2;NR1D1;USF2;KLF3;PBX1;SREBF2;NFKB2;THAP11;GFI1B;TAL1;KLF9;ZNF217;ATF7;HBP1;ATF4
GO_Molecular_Function_2021	RNA polymerase II transcription regulatory region sequence-specific DNA binding (GO:0000977)	9.999805e-01	9.999805e-01	0	0	5.649679e-01	1.100815e-05	GMEB1;HNRNPU;PRDM1;ENO1;CHD2;CCAR1;YY1;LYL1;HHEX;TRPS1;MYBL2;ZNF524;ZNF841;KDM6B;VEZF1;SREBF2;ETV6;TFDP1;TAL1;TBPL1;ATF7;ATF4;GTF2A1;HDAC5;CEBPB;ATF6B;MAX;WBP2;MAZ;CEBPG;LEF1;GATA2;ZNF24;HIVEP2;ZBTB7A;MLXIP;NFE2;JUND;NR1H2;NR1D1;USF2;KLF3;PBX1;NFKB2;THAP11;GFI1B;KLF9;ZNF217;ZNF778;HBP1
